"Y01","Account_Type","Additional_Seats","Age","Arrival_Time","Auto_Renew_STH","Concession_Total","Cust_ID","DistA","Educational_Level","Favorite_Caps_Player","Favorite_Sport","Favorite_Team","First_Year_STH","HouseHold_Income_True","ID","Job_Sector","Last_Contact","Marital","Mode_Of_Transport","Most_Purch_Concession","Mult_Loc","Net_Worth_True","Num_Children","NumSeats","PerSold","PerTransf","PerUsed","Rejoined_STH","Rep_Calls","Rep_Name","Rep_Visits","Seating_Location","Sex","Spent_Other_Teams","State_Name","STH_Attended","Survey_Comp","Team_B_STH","Team_C_STH","Team_Network_Sub","Team_Store_Total","Tenure","Ticket_Form","Total_Spent","Weekday_Attended","Weekday_Sold","Weekend_Attended","Weekend_Sold","Zip_Codes","Contact_Year","Contact_Month","Contact_Day","Contact_Weekday","Contact_Hour","Marital_Original","Region","Flag_Tenure_High","Flag_Survey_Invalid"
1,"Business",16,87,30,"Yes",2461.74,813800361,NA,NA,NA,NA,"Other",2010,75000,7509,NA,2019-06-28 12:57:06.546793,"M",NA,"Soda","Other",5e+05,0,7,0.14,0.017,0.059,FALSE,NA,"Emma",22,"409","F",500,"Nevada",2,0.26,NA,NA,"Yes",532.84,15,"Digital",3494.58,1,0,1,0,89507,2019,6,28,"Fri",12,"M","West",0,0
0,"Business",14,87,30,"Yes",2461.74,813800361,NA,NA,NA,NA,"Other",2010,75000,7510,NA,2019-06-28 12:57:06.546793,"M",NA,"Soda","Other",NA,0,9,0.261,0.015,0.075,FALSE,77,"Emma",22,"215","F",500,"Nevada",2,0.26,NA,NA,"Yes",532.84,15,"Digital",3494.58,1,0,1,0,89507,2019,6,28,"Fri",12,"M","West",0,0
0,"Business",16,NA,30,"Yes",2461.74,813800361,NA,"HS","Alexander Ovechkin","NHL","Other",2010,75000,7511,"Finance",2019-06-28 12:57:06.546793,"M","Public","Soda","Other",5e+05,0,7,0.16,0.012,0.113,FALSE,77,"Emma",22,"227","F",500,"Nevada",2,0.26,"Yes","No","Yes",532.84,15,"Digital",3494.58,1,0,1,0,89507,2019,6,28,"Fri",12,"M","West",0,0
0,"Business",14,75,30,"Yes",2436.47,813976429,NA,"BD","T.J. Oshie","NHL","Washington Capitals",2009,NA,7512,"Gov",2023-12-22 06:36:18.517373,"S","Uber/Taxi","Peanuts","Other",NA,0,8,0.002,0.013,0.156,FALSE,72,"David",16,"209","F",0,"New Mexico",4,0.54,"No","No","Yes",0,16,"Digital",2436.47,0,1,0,0,87505,2023,12,22,"Fri",6,"S","West",0,0
0,"Business",15,75,30,"Yes",2436.47,813976429,NA,"SC","Anthony Beauvillier","Other","Washington Capitals",2009,110000,7513,"Finance",2023-12-22 06:36:18.517373,"S","Uber/Taxi","Peanuts","Other",NA,0,7,0.003,0.006,0.154,FALSE,72,"David",16,"407",NA,0,"New Mexico",4,0.54,"Yes","No","Yes",0,16,"Digital",2436.47,0,1,0,0,87505,2023,12,22,"Fri",6,"S","West",0,0
0,"Business",15,75,30,"Yes",2436.47,813976429,NA,NA,NA,NA,"Washington Capitals",2009,NA,7514,NA,2023-12-22 06:36:18.517373,"S",NA,"Peanuts","Other",NA,0,7,0.002,0.013,0.075,FALSE,72,"David",16,"422","F",0,"New Mexico",4,0.54,NA,NA,"Yes",0,16,"Digital",2436.47,0,1,1,0,87505,2023,12,22,"Fri",6,"S","West",0,0
0,"Personal",0,52,-30,"Yes",902.17,813977338,NA,"BD","Trevor van Riemsdyk","Other","Washington Capitals",2004,85000,7515,"Tech",2023-09-20 20:07:49.716436,"M","Public","Specialty","No",5e+05,6,2,0.084109345,0.033619011,0.199386984,FALSE,58,NA,20,"117","M",2037.1625,"Nebraska",2,0.35,"No","No","Yes",727.56,21,"Digital",3666.8925,0.525531915,0.474468085,0.3,0.187,68104,2023,9,20,"Wed",20,"M","Midwest",0,0
1,"Personal",0,19,30,"Yes",570.39,813989843,32,NA,NA,NA,"Washington Capitals",2024,NA,7516,NA,2018-08-13 15:44:47.028596,"S",NA,"Hot Dog","No",NA,0,2,0.120466743,0.040384135,0.705232012,FALSE,47.33012649,"Ivy",1,"402","M",0,"Virginia",3,0.2,NA,NA,"No",65.28,NA,"Digital",635.67,0.415602837,0.584397163,0.94,0.179,20103,2018,8,13,"Mon",15,"S","DCArea",NA,0
1,"Personal",0,68,30,"Yes",992.87,814048299,2,NA,NA,NA,"Washington Capitals",2025,75000,7517,NA,2023-02-25 08:41:32.66177,NA,NA,"Peanuts","No",NA,0,2,0.116359524,0.023122297,0.684795859,FALSE,45,"Alice",5,"100","M",500,"District of Columbia",3,0,NA,NA,"No",62.77,1,"Physical",1555.64,0.429078014,0.570921986,0.86,0.11,20009,2023,2,25,"Sat",8,NA,"DCArea",0,0
0,"Personal",0,54,15,"Yes",752.08,814188697,NA,NA,NA,NA,"Other",2017,130000,7518,NA,2018-07-13 21:25:56.116625,"M",NA,"Beer","No",NA,2,2,0.141013998,0.021490084,0.082118059,FALSE,69.22546842,"Other",10.5,"203","M",500,"Illinois",1,0.15,NA,NA,"No",273.88,8,"Digital",1525.96,0.568085106,0.431914894,0.7,0.073,60608,2018,7,13,"Fri",21,"M","Midwest",0,0
1,"Shared",0,28,30,"No",971.91,814205167,37,"BD","Dylan McIlrath","Other","Washington Capitals",2017,65000,7519,"Tech",2024-04-19 12:34:35.433502,"M","Public","Burger","No",8e+05,1,2,0,0.3,0.722058305,TRUE,73.3854053,"Alice",4.5,"213","M",0,"Maryland",2,0,"Yes","No","Yes",81.01,1,"Digital",1052.92,0.332624113,0.667375887,0.17,0.059,21208,2024,4,19,"Fri",12,"M","DCArea",0,0
1,"Personal",0,47,-30,"Yes",1314.03,814264769,35,NA,NA,NA,"Washington Capitals",2015,NA,7520,NA,2020-11-02 14:47:38.781852,"M",NA,"Soda","No",NA,2,4,0.04536533,0.090602521,0.622764602,FALSE,39,"Alice",17,"104","M",1642.5375,"Maryland",4,0,NA,NA,"Yes",0,10,"Digital",2956.5675,0.518439716,0.481560284,0.8,0.003,21201,2020,11,2,"Mon",14,"M","DCArea",0,0
1,"Personal",0,70,0,"Yes",1492.71,814359323,32,NA,NA,NA,"Washington Capitals",1988,NA,7521,NA,2022-02-22 13:49:23.006747,"M",NA,"Hot Dog","No",3600000,2,4,0.045859666,0.087058184,0.8,FALSE,57,"Emma",22,"Suite","M",1389.225,"Virginia",2,0.14,NA,NA,"No",1285.74,37,"Digital",4167.675,0.759574468,0.240425532,0.75,0.05,20104,2022,2,22,"Tue",13,"M","DCArea",0,0
0,"Personal",0,81,30,"No",814.75,814808994,NA,NA,NA,NA,"Other",2023,NA,7522,NA,2020-01-21 17:30:41.204309,"M",NA,"Hot Dog","No",NA,0,2,0.082668078,0.024176166,0.102098507,FALSE,59,"Alice",9,"Suite","M",1100.0375,"Massachusetts",4,0.1,NA,NA,"Yes",65.28,2,"Digital",1980.0675,0.803546099,0.196453901,0.98,0.121,2113,2020,1,21,"Tue",17,"M","Northeast",0,0
1,"Personal",0,79,60,"Yes",1383.61,814819464,2,NA,NA,NA,"Washington Capitals",2013,65000,7523,NA,2019-01-14 16:18:42.717393,"M",NA,"Hot Dog","No",NA,0,4,0.165157849,0.213744089,0.932203231,FALSE,74.97986049,NA,27,"112","M",2266.7125,"District of Columbia",2,0.61,NA,NA,"No",429.76,12,"Digital",4080.0825,0.519858156,0.480141844,0.98,0.223,20010,2019,1,14,"Mon",16,"M","DCArea",0,0
1,"Shared",0,46,15,"Yes",822.15,814886783,251,NA,NA,NA,"Other",2007,1e+05,7524,NA,2018-11-18 20:40:52.333544,"M",NA,"Beer","No",NA,2,2,0.303550904,0.006321618,0.074418978,FALSE,75,"Emma",12,"110","M",500,"West Virginia",1,0.58,NA,NA,"No",622.81,18,"Digital",1944.96,0.494326241,0.505673759,0.74,0.06,25305,2018,11,18,"Sun",20,"M","South",0,0
1,"Business",0,53,30,"Yes",1255.56,815113316,27,NA,NA,NA,"Washington Capitals",1991,80000,7525,NA,2022-10-24 16:15:39.03231,"D",NA,"Specialty","No",NA,2,4,0.01508998,0.192983119,0.654507352,FALSE,74,"David",23,"Club","M",2436.89,"Virginia",2,0.51,NA,NA,"Yes",1181.33,34,"Digital",4873.78,0.358865248,0.641134752,0.29,0.065,20110,2022,10,24,"Mon",16,"D","DCArea",0,0
1,"Shared",0,93,30,"No",652.97,815283831,132,"AD","Alexander Ovechkin","Other","Philadelphia Flyers",2014,110000,7526,"Finance",2020-09-01 20:59:22.428629,"S","Car","Popcorn","No",2450000,1,2,0.046466263,0.01,0.184520026,FALSE,67,"Frank",13,"411","M",1257.1375,"Pennsylvania",0,0,"No","No","Yes",352.74,11,"Digital",2262.8475,0.205673759,0.794326241,0.45,0.044,19001,2020,9,1,"Tue",20,"S","Northeast",0,0
1,"Personal",0,76,15,"Yes",950,815334607,37,NA,NA,NA,"Washington Capitals",2013,145000,7527,NA,2023-09-16 05:07:34.559286,"M",NA,"Hot Dog","No",2650000,0,2,0.013953913,0.253791572,0.96,FALSE,62,"Frank",12.5,"223","M",500,"Maryland",1,0,NA,NA,"Yes",419.26,12,"Digital",1869.26,0.291489362,0.708510638,0.5,0.025,21205,2023,9,16,"Sat",5,"M","DCArea",0,0
1,"Personal",0,55,15,"No",1382.13,815434320,1,NA,NA,NA,"Washington Capitals",2019,NA,7528,NA,2020-07-08 01:40:46.682089,"M",NA,"Hot Dog","No",NA,5,4,0.161900713,0.146440717,0.68724195,FALSE,70,"Emma",18,"Suite","M",2001.9875,"District of Columbia",1,0.21,NA,NA,"Yes",219.46,6,"Digital",3603.5775,0.84893617,0.15106383,0.84,0.157,20001,2020,7,8,"Wed",1,"M","DCArea",0,0
1,"Shared",0,50,45,"No",898.15,815438298,28,"PHD","Alexander Ovechkin","Other","Washington Capitals",2012,140000,7529,"Finance",2019-07-08 18:12:31.518273,"D","Uber/Taxi","Beer","No",NA,3,2,0.032363868,0.066085953,0.95,FALSE,66,"David",NA,"109","M",1352.52,"Virginia",1,0.28,"No","No","No",454.37,13,"Digital",2705.04,0.634042553,0.365957447,0.81,0.037,20109,2019,7,8,"Mon",18,"D","DCArea",0,0
0,"Personal",0,26,15,"No",789.37,815530451,NA,NA,NA,NA,"Washington Capitals",2020,50000,7530,NA,2020-04-14 16:46:59.248485,"M",NA,"Beer","No",NA,1,2,0.101634358,0.01,0.12814649,FALSE,65.58479778,NA,11.5,"207","M",1198.425,"Nebraska",0,0.19,NA,NA,"Yes",169.37,5,"Digital",2157.165,0.823404255,0.176595745,0.85,0.123,68101,2020,4,14,"Tue",16,"M","Midwest",0,0
0,"Personal",0,NA,15,"Yes",976.75,815644364,NA,NA,NA,NA,"Washington Capitals",2011,65000,7531,NA,2018-10-07 00:58:26.713649,"D",NA,"Hot Dog","No",4e+05,3,2,0.152325387,0.029484484,0.109063827,FALSE,69.24798846,"Frank",12,"121",NA,0,"New Mexico",2,0.3,NA,NA,"Yes",483.91,14,"Digital",1460.66,0.382978723,0.617021277,0.8,0.176,87502,2018,10,7,"Sun",0,"D","West",0,0
1,"Shared",0,96,30,"Yes",994.91,815763382,NA,NA,NA,NA,"Washington Capitals",1992,160000,7532,NA,2019-06-03 06:49:47.049278,"M",NA,"Hot Dog","No",3900000,1,2,0.12441708,0.075520346,0.537446962,FALSE,65,"Frank",19,"Club","M",1069.775,"Maryland",1,0,NA,NA,"Yes",1144.64,33,"Digital",3209.325,0.881560284,0.118439716,0.88,0.193,21211,2019,6,3,"Mon",6,"M","DCArea",0,0
1,"Personal",0,32,45,"No",1438.93,815815580,32,NA,NA,NA,"Washington Capitals",2017,95000,7533,NA,2021-08-30 16:51:36.629076,"M",NA,"Soda","No",NA,2,6,0.060980324,0.173956991,0.801441913,TRUE,72.63284352,"Grace",15,"408","F",1949.8375,"Virginia",5,0.26,NA,NA,"No",120.94,1,"Digital",3509.7075,0.586524823,0.413475177,0.59,0.016,20104,2021,8,30,"Mon",16,"M","DCArea",0,0
1,"Personal",0,66,30,"Yes",879.65,815828676,3,NA,NA,NA,"Washington Capitals",2022,55000,7534,NA,2018-02-02 09:06:25.501691,"M",NA,"Specialty","No",NA,0,2,1,0,0.689674054,FALSE,54.2304754,"Alice",10,"109","M",1242.9625,"District of Columbia",1,0.33,NA,NA,"No",114.72,3,"Digital",2237.3325,0.653191489,0.346808511,0.65,0.278,20007,2018,2,2,"Fri",9,"M","DCArea",0,0
1,"Personal",0,67,60,"Yes",979.33,815856324,85,NA,NA,NA,"Washington Capitals",1992,NA,7535,NA,2019-09-16 07:02:44.683241,"D",NA,"Peanuts","No",1400000,0,4,0.100147354,0.030636117,0.076678099,FALSE,67,"David",15,"418","M",0,"Delaware",2,0,NA,NA,"No",1146.86,33,"Digital",2126.19,0.489361702,0.510638298,0.65,0.1,19910,2019,9,16,"Mon",7,"D","South",0,0
1,"Personal",0,NA,45,"Yes",761.8,815906421,28,NA,NA,NA,"Washington Capitals",1993,115000,7536,NA,2023-09-01 23:37:59.262545,"M",NA,"Popcorn","No",NA,0,2,0.20316342,0.01,0.63174924,FALSE,49,"Emma",11,"Suite","M",952.25,"Virginia",0,0.12,NA,NA,"No",0,32,"Digital",1714.05,0.626241135,0.373758865,0.43,0.337,20109,2023,9,1,"Fri",23,"M","DCArea",0,0
1,"Personal",0,62,-60,"Yes",912.65,815914607,NA,NA,NA,NA,"Philadelphia Flyers",2000,NA,7537,NA,2023-11-18 21:23:33.316434,"M",NA,"Specialty","No",NA,0,2,0.017048199,0.01,0.041167029,FALSE,35,"Frank",9,"120","M",0,"Pennsylvania",5,0,NA,NA,"No",863.79,NA,"Digital",1776.44,0.453191489,0.546808511,0.72,0.073,19004,2023,11,18,"Sat",21,"M","Northeast",NA,0
1,"Personal",0,92,45,"No",1257.08,816031789,85,NA,NA,NA,"Washington Capitals",2017,NA,7538,NA,2020-06-22 16:36:22.096539,"D",NA,"Hot Dog","No",1850000,NA,4,1,0,0.628192341,FALSE,NA,"David",18,"Club","M",1927.2125,"Delaware",1,0.35,NA,NA,"No",284.69,8,"Digital",3468.9825,0.611347518,0.388652482,0.88,0.265,19901,2020,6,22,"Mon",16,"D","South",0,0
1,"Shared",0,32,15,"Yes",0,816137777,3,NA,NA,NA,"Washington Capitals",2020,95000,7539,NA,2024-03-13 04:00:49.047437,"U",NA,"Other","No",NA,2,2,0.095187158,0.049569335,0.975856555,FALSE,66.62111526,"Grace",6,"419","M",226.8,"District of Columbia",2,0,NA,NA,"No",181.44,5,"Physical",408.24,0.262411348,0.737588652,0.4,0.065,20007,2024,3,13,"Wed",4,"U","DCArea",0,0
0,"Personal",0,26,30,"Yes",1372.03,816173064,259,NA,NA,NA,"Washington Capitals",2022,NA,7540,NA,2020-02-20 17:45:30.410832,NA,NA,"Soda","No",NA,2,4,0.08838673,0.261419349,0.85,FALSE,74,"Frank",13,"Club","M",0,"West Virginia",0,0,NA,NA,"No",132.9,3,"Digital",1504.93,0.995,0.005,0.99,0.238,25309,2020,2,20,"Thu",17,NA,"South",0,0
0,"Personal",0,26,30,"No",928.75,816354751,198,"HS","Ethen Frank","NHL","New Jersey Devils",2025,NA,7541,"Health",2024-08-19 00:30:49.548166,"M","Public","Popcorn","No",NA,3,2,0.037689117,0.040445168,0.93,FALSE,78,"Grace",14,"Club","M",1256.425,"New Jersey",0,0.37,"Yes","Yes","No",76.39,1,"Digital",2261.565,0.614893617,0.385106383,0.69,0.059,7002,2024,8,19,"Mon",0,"M","Northeast",0,0
1,"Personal",0,54,30,"Yes",1236.41,816371527,NA,NA,NA,NA,"Washington Capitals",2009,125000,7542,NA,2023-04-16 12:02:43.280728,"M",NA,"Other","No",NA,2,4,0.052010223,0.164164109,0.802144093,FALSE,75,"Emma",19,"Club",NA,1800.94,"Virginia",2,0.15,NA,NA,"No",564.53,16,"Digital",3601.88,0.660283688,0.339716312,0.45,0.005,20110,2023,4,16,"Sun",12,"M","DCArea",0,0
1,"Personal",0,77,30,"Yes",687.05,816440909,32,"BD","John Carlson","Other","Washington Capitals",2018,70000,7543,"Gov",2018-04-18 05:46:31.65534,"M","Other","Specialty","No",1700000,2,2,0.146055733,0.0633505,0.765905559,FALSE,69.07732114,"Grace",14,"410","M",2338.65,"Virginia",5,0.22,"Yes","No","No",248.41,7,"Digital",3274.11,0.521276596,0.478723404,0.81,0.195,20104,2018,4,18,"Wed",5,"M","DCArea",0,0
1,"Personal",0,90,45,"Yes",1712.19,816459574,132,NA,NA,NA,"Philadelphia Flyers",2015,NA,7544,NA,2022-05-11 10:38:41.776772,"M",NA,"Soda","No",NA,2,6,0.007507178,0.25197646,0.88,FALSE,71,"Other",14,"105","M",0,"Pennsylvania",5,0.06,NA,NA,"No",368.34,10,"Physical",2080.53,0.474468085,0.525531915,0.77,0.067,19005,2022,5,11,"Wed",10,"M","Northeast",0,0
1,"Personal",0,92,15,"Yes",758.47,816482391,27,NA,NA,NA,"Washington Capitals",2009,NA,7545,NA,2018-09-07 08:50:27.117752,"M",NA,"Specialty","No",1900000,0,2,0.09743283,0.219040962,0.752708322,FALSE,70,"Frank",17,"412","M",1645.5,"Virginia",4,0.23,NA,NA,"No",557.93,16,"Digital",2961.9,0.665957447,0.334042553,0.77,0.142,20110,2018,9,7,"Fri",8,"M","DCArea",0,0
1,"Personal",0,91,45,"Yes",974.42,816756078,85,"BD","Nicklas Backstrom","Other","Other",1991,NA,7546,"Tech",2020-04-10 11:47:18.242293,"M","Other","Hot Dog","No",NA,0,2,0.108376052,0.025438709,0.094397279,FALSE,74,"Emma",30.5,"204","M",0,"Delaware",2,5.3,"No","No","Yes",5891.86,34,"Digital",6866.28,0.960106383,0.039893617,0.86,0.011,19907,2020,4,10,"Fri",11,"M","South",0,1
0,"Personal",0,80,60,"Yes",970.8,816852019,249,NA,NA,NA,"Washington Capitals",2019,115000,7547,NA,2021-03-21 21:36:56.32614,"D",NA,"Burger","No",1250000,2,2,0.073882197,0.010300795,0.037594999,FALSE,56,"Other",7,"Suite","F",500,"West Virginia",3,0.35,NA,NA,"No",0,6,"Digital",1470.8,0.563120567,0.436879433,0.71,0.031,25312,2021,3,21,"Sun",21,"D","South",0,0
1,"Personal",0,34,30,"Yes",1240.59,816872475,187,NA,NA,NA,"New Jersey Devils",2012,130000,7548,NA,2021-08-22 21:20:18.283676,"M",NA,"Burger","No",2100000,3,4,0.047068939,0.053166068,0.15438191,FALSE,74,"David",18.5,"200","M",1693.69,"New Jersey",3,0,NA,NA,"No",453.1,13,"Digital",3387.38,0.775177305,0.224822695,0.83,0.026,7001,2021,8,22,"Sun",21,"M","Northeast",0,0
0,"Shared",0,59,45,"Yes",1148.69,817046281,NA,"MD","Nic Dowd","NHL","Washington Capitals",2000,NA,7549,"Finance",2024-05-13 05:36:34.71245,"M","Car","Beer","No",NA,1,4,0.253484658,0.02917052,0.057790637,FALSE,42,"Emma",11.5,"203","M",0,"Arkansas",1,0.23,"No","No","Yes",870.35,25,"Digital",2019.04,0.543971631,0.456028369,0.99,0.116,72208,2024,5,13,"Mon",5,"M","South",0,0
1,"Personal",0,34,45,"Yes",650.15,817149746,259,NA,NA,NA,"Other",2011,20000,7550,NA,2023-02-25 07:10:39.736851,"M",NA,"Specialty","No",50000,2,2,0.038535785,0.01749711,0.067282581,FALSE,77,"Emma",11,"425","M",0,"West Virginia",3,0.3,NA,NA,"No",484.66,14,"Digital",1134.81,0.824822695,0.175177305,0.53,0.153,25313,2023,2,25,"Sat",7,"M","South",0,0
0,"Personal",0,89,15,"No",869.09,817344696,NA,NA,NA,NA,"Washington Capitals",1989,NA,7551,NA,2020-06-06 23:35:22.047687,"M",NA,"Beer","No",NA,1,2,0.094972107,0.009826853,0.084263048,FALSE,41,"Emma",11.5,"211","F",0,"Oklahoma",2,0.23,NA,NA,"No",1247.49,36,"Digital",2116.58,0.664539007,0.335460993,0.79,0.159,73102,2020,6,6,"Sat",23,"M","South",0,0
1,"Personal",0,62,45,"Yes",951.45,817383040,35,NA,NA,NA,"Washington Capitals",2001,NA,7552,NA,2021-08-03 20:45:50.778455,"M",NA,"Beer","No",NA,1,2,0.086151333,0.026805256,0.442974048,FALSE,61,"David",34,"Club","M",2557.22,"Maryland",2,0.29,NA,NA,"Yes",4162.99,24,"Digital",7671.66,0.60212766,0.39787234,0.92,0.098,21207,2021,8,3,"Tue",20,"M","DCArea",0,0
1,"Personal",0,33,-15,"Yes",967.54,817485880,1,NA,NA,NA,"Washington Capitals",2016,NA,7553,NA,2024-02-02 13:54:47.485595,"M",NA,"Hot Dog","No",750000,0,4,1,0,0.792514664,FALSE,49.89915168,"Grace",15,"417","M",1616.425,"District of Columbia",1,0.33,NA,NA,"Yes",325.6,9,"Digital",2909.565,0.688652482,0.311347518,0.5,0.407,20005,2024,2,2,"Fri",13,"M","DCArea",0,0
1,"Personal",0,31,30,"Yes",1195.28,817603490,1,NA,NA,NA,"Washington Capitals",2013,NA,7554,NA,2023-10-03 12:44:08.488571,"S",NA,"Beer","No",NA,1,4,0.047745475,0.01,0.837097522,FALSE,63,"Frank",21.5,"228","M",1987.5375,"District of Columbia",1,0.33,NA,NA,"No",394.75,12,"Digital",3577.5675,0.408510638,0.591489362,0.99,0.061,20001,2023,10,3,"Tue",12,"S","DCArea",0,0
1,"Business",0,31,30,"Yes",1227.33,817694816,38,"HS","Dylan Strome","NHL","Washington Capitals",2021,NA,7555,"Gov",2021-05-19 10:59:52.771447,"M","Public","Hot Dog","No",NA,4,4,0.005689434,0.026678358,0.99,FALSE,60,"Frank",9,"Club","M",0,"Maryland",1,0,"Yes","Yes","Yes",168.33,4,"Digital",1395.66,0.497163121,0.502836879,0.95,0.037,21209,2021,5,19,"Wed",10,"M","DCArea",0,0
1,"Personal",0,32,30,"Yes",832.16,817709888,85,NA,NA,NA,"Washington Capitals",2022,90000,7556,NA,2024-05-13 21:22:55.075422,NA,NA,"Burger","No",450000,0,2,0.073472941,0.042789914,0.79,FALSE,15.91765608,"Other",5.5,"203","M",1176.275,"Delaware",3,0.12,NA,NA,"No",108.86,3,"Digital",2117.295,0.623404255,0.376595745,0.87,0.157,19903,2024,5,13,"Mon",21,NA,"South",0,0
1,"Shared",0,90,60,"Yes",821.72,817891088,NA,NA,NA,NA,"Other",1984,80000,7557,NA,2022-09-19 00:35:01.677315,"M",NA,"Burger","No",NA,1,2,0.001610317,0.033008457,0.195001451,FALSE,73,"David",17.5,"225","M",500,"Michigan",4,0,NA,NA,"No",1421.56,41,"Digital",2743.28,0.419148936,0.580851064,0.9,0.03,48203,2022,9,19,"Mon",0,"M","Midwest",0,0
0,"Personal",0,61,60,"Yes",764.12,817900035,NA,"HS","Tom Wilson","NHL","Other",2001,NA,7558,"Tech",2020-10-07 04:16:26.344747,"D","Car","Popcorn","No",1550000,0,2,0.089110934,0.09773857,0.079219043,FALSE,42,"Frank",19,"Suite","M",1595.57,"Texas",2,0.07,"No","No","No",831.45,24,"Digital",3191.14,0.773049645,0.226950355,0.65,0.009,75006,2020,10,7,"Wed",4,"D","South",0,0
1,"Business",0,30,30,"Yes",769.65,817951858,37,NA,NA,NA,"Washington Capitals",2020,60000,7559,NA,2022-03-30 17:52:20.781891,"D",NA,"Soda","No",NA,1,2,0.028531411,0.075589912,0.79,FALSE,71,"David",15,"Club",NA,1189.2875,"Maryland",2,0,NA,NA,"No",181.78,5,"Digital",2140.7175,0.565957447,0.434042553,0.57,0.102,21211,2022,3,30,"Wed",17,"D","DCArea",0,0
1,"Shared",0,NA,-15,"Yes",943.72,817978944,NA,NA,NA,NA,"Washington Capitals",2013,NA,7560,NA,2024-06-15 03:17:37.152624,NA,NA,"Popcorn","No",NA,4,2,0.00446514,0.234667123,0.817672549,FALSE,49,"Emma",12,"Club","M",0,"Virginia",1,0.45,NA,NA,"Yes",418.6,12,"Digital",1362.32,0.728368794,0.271631206,0.99,0.061,20103,2024,6,15,"Sat",3,NA,"DCArea",0,0
1,"Personal",0,92,30,"Yes",1271.01,818022419,38,NA,NA,NA,"Washington Capitals",2001,NA,7561,NA,2019-01-01 21:23:45.96889,"M",NA,"Beer","No",NA,2,4,0.023425592,0.077928868,0.93,FALSE,36,"Emma",20,"Club","M",1053.25,"Maryland",1,0.25,NA,NA,"No",835.49,24,"Digital",3159.75,0.715602837,0.284397163,0.97,0.04,21209,2019,1,1,"Tue",21,"M","DCArea",0,0
0,"Personal",0,69,0,"Yes",745.18,818053044,NA,"PHD","Dylan Strome","Other","Philadelphia Flyers",2003,NA,7562,"Gov",2023-11-26 21:26:36.021619,"M","Other","Other","No",9e+05,1,2,0.087359018,0.073727564,0.043829602,FALSE,61,"David",NA,"429","M",1883.2875,"Kentucky",2,0,"No","Yes","Yes",761.45,22,"Physical",3389.9175,0.904255319,0.095744681,0.86,0.012,40210,2023,11,26,"Sun",21,"M","South",0,0
1,"Personal",0,NA,30,"Yes",959.15,818125930,209,NA,NA,NA,"New Jersey Devils",2018,NA,7563,NA,2022-03-28 01:22:04.447339,"D",NA,"Other","No",NA,1,2,0.021298854,0.086961269,0.164382879,FALSE,49.61385031,"David",7,"102","M",0,"New Jersey",0,0.38,NA,NA,"Yes",233.18,7,"Digital",1192.33,0.563120567,0.436879433,0.91,0.073,7010,2022,3,28,"Mon",1,"D","Northeast",0,0
1,"Personal",0,82,30,"Yes",857.65,818145928,85,NA,NA,NA,"Other",1993,80000,7564,NA,2024-01-17 06:52:35.384917,NA,NA,"Specialty","No",NA,0,2,0.135436508,0.038612574,0.064632057,FALSE,63,"David",22,"Club","M",2458.5375,"Delaware",1,0.38,NA,NA,"No",1109.18,32,"Digital",4425.3675,0.762411348,0.237588652,0.86,0.051,19910,2024,1,17,"Wed",6,NA,"South",0,0
0,"Personal",0,39,30,"Yes",900.56,818389777,NA,"AD","Trevor van Riemsdyk","NHL","Washington Capitals",2021,110000,7565,"Tech",2024-10-24 15:58:36.561815,NA,"Car","Popcorn","No",NA,2,2,0.02275787,0.119437306,0.15616468,FALSE,63.98723751,"Other",7,"113","F",500,"Montana",1,0.1,"Yes","No","No",133.69,4,"Digital",1534.25,0.902836879,0.097163121,0.63,0.092,59009,2024,10,24,"Thu",15,NA,"West",0,0
1,"Personal",0,31,30,"Yes",1148,818669924,2,NA,NA,NA,"Washington Capitals",2016,NA,7566,NA,2024-01-08 08:42:41.341884,"M",NA,"Specialty","No",NA,1,4,0.246090326,0.031382925,0.878190371,TRUE,74.23429179,"Ivy",11.5,"229","M",1564.95,"District of Columbia",1,0.38,NA,NA,"No",103.96,1,"Digital",2816.91,0.846099291,0.153900709,0.78,0.32,20003,2024,1,8,"Mon",8,"M","DCArea",0,0
0,"Personal",0,32,45,"No",899.87,818681004,NA,"HS","T.J. Oshie","Other","Washington Capitals",2020,115000,7567,"Finance",2020-07-23 02:20:55.383649,"M","Car","Soda","No",NA,2,2,0.072318189,0.025024288,0.016163343,TRUE,69.7127649,"Alice",11,"Club","F",1142.0625,"Oregon",3,0.2,"Yes","No","Yes",13.78,NA,"Digital",2055.7125,0.559574468,0.440425532,0.77,0.03,97011,2020,7,23,"Thu",2,"M","West",NA,0
1,"Personal",0,56,30,"Yes",1138.3,818832527,247,NA,NA,NA,"Washington Capitals",2014,NA,7568,NA,2019-04-25 01:00:16.262703,"M",NA,"Beer","No",NA,2,4,0.187956184,0.05011951,0.102770775,FALSE,61,"Emma",NA,"223","M",500,"West Virginia",1,0.25,NA,NA,"Yes",0,11,"Digital",1638.3,0.49858156,0.50141844,0.68,0.143,25311,2019,4,25,"Thu",1,"M","South",0,0
